last_updated,price_usd,24h_volume_usd,market_cap_usd,available_supply,total_supply,percent_change_1h,percent_change_24h,percent_change_7d,volume,vwap,sell,buy,USD
1505816064,3973.6,1727800000.0,65862765703.0,16575087.0,16575087.0,0.45,3.44,-7.08,17377.25789177,3991.79,3977.6,3977.75,3977.68
1505816679,3978.92,1729070000.0,65950945166.0,16575087.0,16575087.0,0.64,3.53,-6.93,17187.34524346,3993.07,3981.69,3981.83,3981.76
1505817265,3979.34,1719230000.0,65957906703.0,16575087.0,16575087.0,0.68,3.54,-6.89,17167.40335035,3993.33,3971.03,3972.29,3971.66
1505817564,3976.48,1715430000.0,65910601366.0,16575112.0,16575112.0,0.68,3.47,-6.95,17169.44515741,3993.61,3980.57,3981.66,3981.12
1505818170,3991.62,1728090000.0,66161548561.0,16575112.0,16575112.0,0.96,3.83,-6.58,17360.15456333,3994.18,3995.1,3997.6,3996.35
1505818768,4010.44,1738610000.0,66473592430.0,16575137.0,16575137.0,1.2,4.26,-6.11,17549.07702036,3994.95,4019.01,4021.0,4020.01
1505819368,4017.66,1745490000.0,66593264919.0,16575137.0,16575137.0,1.19,4.31,-5.93,17517.22479964,3995.27,4012.61,4014.68,4013.64
1505819971,4014.25,1733800000.0,66536795888.0,16575150.0,16575150.0,0.93,4.06,-5.98,17021.79260006,3995.70,4005.06,4006.02,4005.54
1505820269,4016.2,1731700000.0,66569117430.0,16575150.0,16575150.0,0.98,4.09,-5.92,17057.18293827,3995.85,4002.94,4003.42,4003.18
1505820870,3998.65,1723910000.0,66278223548.0,16575150.0,16575150.0,0.45,3.38,-6.31,17113.51179757,3995.87,3974.04,3977.43,3975.73
1505821470,3986.15,1717730000.0,66071133826.0,16575175.0,16575175.0,-0.07,2.86,-6.58,17132.00573170,3995.88,3995.23,3996.37,3995.8
1505822070,3993.37,1718700000.0,66190806590.0,16575175.0,16575175.0,-0.21,2.8,-6.39,17111.71288675,3995.98,3990.95,3993.51,3992.23
1505822661,3991.76,1716930000.0,66164220352.0,16575200.0,16575200.0,-0.41,2.61,-6.41,17046.28952265,3996.31,3990.4,3992.91,3991.65
1505822974,4004.04,1719640000.0,66367763808.0,16575200.0,16575200.0,-0.27,2.64,-6.1,17099.61308601,3996.43,4006.09,4007.21,4006.65
1505823570,4006.27,1719390000.0,66404726504.0,16575200.0,16575200.0,-0.16,2.49,-6.01,17028.01016800,3996.55,4017.33,4019.32,4018.33
1505824170,4019.21,1706330000.0,66619209592.0,16575200.0,16575200.0,0.35,2.5,-5.64,16778.01890681,3996.39,4028.81,4029.71,4029.26
1505824771,4020.26,1680020000.0,66636762302.0,16575237.0,16575237.0,0.63,2.29,-5.55,16627.62289206,3995.97,4016.82,4017.69,4017.26
1505825368,4009.94,1665420000.0,66465705856.0,16575237.0,16575237.0,0.45,1.81,-5.73,16428.54635976,3995.11,4008.89,4010.61,4009.75
1505825963,4008.07,1650200000.0,66434710163.0,16575237.0,16575237.0,0.37,1.66,-5.7,16370.05391284,3994.89,4008.11,4011.25,4009.68
1505826270,3996.89,1642600000.0,66249399013.0,16575237.0,16575237.0,-0.01,1.21,-5.93,16372.42527103,3994.76,3984.78,3986.56,3985.67
1505826870,3988.82,1633170000.0,66115636850.0,16575237.0,16575237.0,-0.43,0.77,-6.05,16314.84869392,3993.99,3976.77,3978.31,3977.54
1505827469,3972.44,1617680000.0,65844186110.0,16575250.0,16575250.0,-0.95,0.21,-6.36,16113.78057190,3991.88,3960.09,3961.62,3960.86
1505828068,3984.5,1614510000.0,66044083625.0,16575250.0,16575250.0,-0.75,0.46,-6.0,15907.63510951,3990.13,3976.94,3977.69,3977.32
1505828667,3975.21,1602600000.0,65890246635.0,16575287.0,16575287.0,-0.97,0.02,-6.15,15879.57896075,3989.61,3971.1,3973.24,3972.17
1505828968,3974.33,1594860000.0,65875660383.0,16575287.0,16575287.0,-0.98,-0.05,-6.14,15902.18549435,3988.72,3962.77,3964.98,3963.87
1505829565,3963.6,1583420000.0,65698005733.0,16575337.0,16575337.0,-1.06,-0.35,-6.32,15769.27383913,3987.21,3952.67,3952.78,3952.73
1505830171,3959.74,1578030000.0,65634024932.0,16575337.0,16575337.0,-0.77,-0.54,-6.34,15743.98517899,3986.62,3957.42,3959.34,3958.38
1505830774,3970.79,1578730000.0,65817182406.0,16575337.0,16575337.0,-0.3,-0.36,-6.02,15512.78806865,3984.73,3974.28,3975.3,3974.79
1505831069,3972.65,1573900000.0,65848012533.0,16575337.0,16575337.0,-0.26,-0.32,-5.94,15435.11630670,3983.83,3968.29,3970.71,3969.5
1505831667,3976.94,1572110000.0,65919120729.0,16575337.0,16575337.0,-0.01,-0.28,-5.78,15373.20600891,3983.20,3985.2,3985.87,3985.54
1505832268,3982.21,1562350000.0,66006624079.0,16575375.0,16575375.0,0.19,-0.22,-5.61,15222.05831428,3982.33,3982.44,3984.23,3983.34
1505832873,3981.02,1539000000.0,65986899383.0,16575375.0,16575375.0,0.34,-0.23,-5.6,15063.93299797,3981.87,3970.8,3973.38,3972.09
1505833474,3969.88,1525940000.0,65802348952.0,16575400.0,16575400.0,0.08,-0.49,-5.83,14903.33907087,3981.34,3958.47,3960.2,3959.33
1505834068,3978.31,1515800000.0,65942079574.0,16575400.0,16575400.0,0.26,-0.25,-5.59,14840.39529043,3980.98,3966.66,3967.0,3966.83
1505834372,3977.06,1514110000.0,65921758030.0,16575500.0,16575500.0,0.16,-0.28,-5.6,14831.42634801,3980.73,3968.14,3969.8,3968.97
1505834971,3980.06,1509050000.0,65971484530.0,16575500.0,16575500.0,0.11,-0.14,-5.49,14677.22496738,3979.87,3965.38,3966.54,3965.96
1505835578,3984.82,1504700000.0,66050583151.0,16575550.0,16575550.0,0.13,0.03,-5.33,14685.61234339,3979.64,3969.57,3970.12,3969.85
1505836169,3991.93,1511960000.0,66168435312.0,16575550.0,16575550.0,0.29,0.26,-5.13,14839.89824901,3979.59,3995.48,3998.42,3996.95
1505836767,4001.39,1521310000.0,66325340049.0,16575575.0,16575575.0,0.63,0.55,-4.86,14932.12707896,3979.74,4009.83,4011.54,4010.69
1505837077,4007.92,1516630000.0,66433578554.0,16575575.0,16575575.0,0.86,0.81,-4.68,14870.38533628,3979.55,3993.04,3993.53,3993.29
1505837666,3997.99,1510890000.0,66268983094.0,16575575.0,16575575.0,0.62,0.61,-4.88,14728.41854474,3979.27,3996.28,3996.75,3996.52
1505838268,3998.5,1507630000.0,66277536600.0,16575600.0,16575600.0,0.57,0.66,-4.83,14651.73916959,3979.09,3994.62,3995.68,3995.15
1505838870,3991.91,1501960000.0,66168303396.0,16575600.0,16575600.0,0.26,0.48,-4.94,14612.26619898,3978.93,3989.96,3990.6,3990.28
